"activity"	"subject"	"variables"	"mean"
"STANDING"	"2"	"tbodyaccjerkstddevx"	-0.981085715555556
"WALKING"	"2"	"tbodyaccjerkstddevx"	-0.277530462620339
"WALKING_DOWNSTAIRS"	"2"	"tbodyaccjerkstddevx"	0.147249143238298
"WALKING_UPSTAIRS"	"2"	"tbodyaccjerkstddevx"	-0.276121886479167
"LAYING"	"3"	"tbodyaccjerkstddevx"	-0.98087931483871
"SITTING"	"3"	"tbodyaccjerkstddevx"	-0.974467390384615
"STANDING"	"3"	"tbodyaccjerkstddevx"	-0.957086489344262
"WALKING"	"3"	"tbodyaccjerkstddevx"	-0.26867964387931
"WALKING_DOWNSTAIRS"	"3"	"tbodyaccjerkstddevx"	-0.0858010042244898
"WALKING_UPSTAIRS"	"3"	"tbodyaccjerkstddevx"	-0.458364616949153
"LAYING"	"4"	"tbodyaccjerkstddevx"	-0.978302781111111
"SITTING"	"4"	"tbodyaccjerkstddevx"	-0.9767421962
"STANDING"	"4"	"tbodyaccjerkstddevx"	-0.972586541964286
"WALKING"	"4"	"tbodyaccjerkstddevx"	-0.297042612533333
"WALKING_DOWNSTAIRS"	"4"	"tbodyaccjerkstddevx"	-0.145759708684667
"WALKING_UPSTAIRS"	"4"	"tbodyaccjerkstddevx"	-0.380488027307692
"LAYING"	"5"	"tbodyaccjerkstddevx"	-0.983307862115385
"SITTING"	"5"	"tbodyaccjerkstddevx"	-0.975204850227273
"STANDING"	"5"	"tbodyaccjerkstddevx"	-0.962647080178571
"WALKING"	"5"	"tbodyaccjerkstddevx"	-0.302891024625
"WALKING_DOWNSTAIRS"	"5"	"tbodyaccjerkstddevx"	0.0322415501638298
"WALKING_UPSTAIRS"	"5"	"tbodyaccjerkstddevx"	-0.223896564340426
"LAYING"	"6"	"tbodyaccjerkstddevx"	-0.966341054736842
"SITTING"	"6"	"tbodyaccjerkstddevx"	-0.969929476363636
"STANDING"	"6"	"tbodyaccjerkstddevx"	-0.973132635789474
"WALKING"	"6"	"tbodyaccjerkstddevx"	-0.132784766936842
"WALKING_DOWNSTAIRS"	"6"	"tbodyaccjerkstddevx"	0.165271070858333
"WALKING_UPSTAIRS"	"6"	"tbodyaccjerkstddevx"	-0.180301156098039
"LAYING"	"7"	"tbodyaccjerkstddevx"	-0.980977756153846
"SITTING"	"7"	"tbodyaccjerkstddevx"	-0.982158098125
"STANDING"	"7"	"tbodyaccjerkstddevx"	-0.976403544716981
"WALKING"	"7"	"tbodyaccjerkstddevx"	-0.346026226140351
"WALKING_DOWNSTAIRS"	"7"	"tbodyaccjerkstddevx"	0.0285033927287234
"WALKING_UPSTAIRS"	"7"	"tbodyaccjerkstddevx"	-0.415153115882353
"LAYING"	"8"	"tbodyaccjerkstddevx"	-0.973253042222222
"SITTING"	"8"	"tbodyaccjerkstddevx"	-0.985188753695652
"STANDING"	"8"	"tbodyaccjerkstddevx"	-0.989198879814815
"WALKING"	"8"	"tbodyaccjerkstddevx"	-0.2586886278125
"WALKING_DOWNSTAIRS"	"8"	"tbodyaccjerkstddevx"	0.250143724521053
"WALKING_UPSTAIRS"	"8"	"tbodyaccjerkstddevx"	-0.186618895268293
"LAYING"	"9"	"tbodyaccjerkstddevx"	-0.9647404702
"SITTING"	"9"	"tbodyaccjerkstddevx"	-0.9645358564
"STANDING"	"9"	"tbodyaccjerkstddevx"	-0.969973398888889
"WALKING"	"9"	"tbodyaccjerkstddevx"	-0.206733787961538
"WALKING_DOWNSTAIRS"	"9"	"tbodyaccjerkstddevx"	0.017623342197619
"WALKING_UPSTAIRS"	"9"	"tbodyaccjerkstddevx"	-0.335291644693878
"LAYING"	"10"	"tbodyaccjerkstddevx"	-0.978007466724138
"SITTING"	"10"	"tbodyaccjerkstddevx"	-0.988946414074074
"STANDING"	"10"	"tbodyaccjerkstddevx"	-0.964311490454545
"WALKING"	"10"	"tbodyaccjerkstddevx"	-0.0521991013207547
"WALKING_DOWNSTAIRS"	"10"	"tbodyaccjerkstddevx"	0.223275806105263
"WALKING_UPSTAIRS"	"10"	"tbodyaccjerkstddevx"	-0.187220175510638
"LAYING"	"11"	"tbodyaccjerkstddevx"	-0.985259108596491
"SITTING"	"11"	"tbodyaccjerkstddevx"	-0.980335163584906
"STANDING"	"11"	"tbodyaccjerkstddevx"	-0.992527404255319
"WALKING"	"11"	"tbodyaccjerkstddevx"	-0.428516343559322
"WALKING_DOWNSTAIRS"	"11"	"tbodyaccjerkstddevx"	-0.0834212653347826
"WALKING_UPSTAIRS"	"11"	"tbodyaccjerkstddevx"	-0.452961683518519
"LAYING"	"12"	"tbodyaccjerkstddevx"	-0.969276283333333
"SITTING"	"12"	"tbodyaccjerkstddevx"	-0.976494200784314
"STANDING"	"12"	"tbodyaccjerkstddevx"	-0.972440195081967
"WALKING"	"12"	"tbodyaccjerkstddevx"	-0.01350661106
"WALKING_DOWNSTAIRS"	"12"	"tbodyaccjerkstddevx"	0.00631914373913043
"WALKING_UPSTAIRS"	"12"	"tbodyaccjerkstddevx"	-0.359856972115385
"LAYING"	"13"	"tbodyaccjerkstddevx"	-0.98541995
"SITTING"	"13"	"tbodyaccjerkstddevx"	-0.992827264081633
"STANDING"	"13"	"tbodyaccjerkstddevx"	-0.987636104210526
"WALKING"	"13"	"tbodyaccjerkstddevx"	-0.220910068015789
"WALKING_DOWNSTAIRS"	"13"	"tbodyaccjerkstddevx"	-0.0740908045319149
"WALKING_UPSTAIRS"	"13"	"tbodyaccjerkstddevx"	-0.487325539818182
"LAYING"	"14"	"tbodyaccjerkstddevx"	-0.971473557058824
"SITTING"	"14"	"tbodyaccjerkstddevx"	-0.980890655185185
"STANDING"	"14"	"tbodyaccjerkstddevx"	-0.978248526
"WALKING"	"14"	"tbodyaccjerkstddevx"	-0.454497019661017
"WALKING_DOWNSTAIRS"	"14"	"tbodyaccjerkstddevx"	0.0129597549231111
"WALKING_UPSTAIRS"	"14"	"tbodyaccjerkstddevx"	-0.368780418888889
"LAYING"	"15"	"tbodyaccjerkstddevx"	-0.981739386805556
"SITTING"	"15"	"tbodyaccjerkstddevx"	-0.988162333898305
"STANDING"	"15"	"tbodyaccjerkstddevx"	-0.985459068490566
"WALKING"	"15"	"tbodyaccjerkstddevx"	-0.373217585
"WALKING_DOWNSTAIRS"	"15"	"tbodyaccjerkstddevx"	0.134593836190476
"WALKING_UPSTAIRS"	"15"	"tbodyaccjerkstddevx"	-0.186944664541667
"LAYING"	"16"	"tbodyaccjerkstddevx"	-0.988416723857143
"SITTING"	"16"	"tbodyaccjerkstddevx"	-0.990861134782609
"STANDING"	"16"	"tbodyaccjerkstddevx"	-0.991026497435897
"WALKING"	"16"	"tbodyaccjerkstddevx"	-0.396223738431373
"WALKING_DOWNSTAIRS"	"16"	"tbodyaccjerkstddevx"	-0.101186926595745
"WALKING_UPSTAIRS"	"16"	"tbodyaccjerkstddevx"	-0.521089140196078
"LAYING"	"17"	"tbodyaccjerkstddevx"	-0.981489017183099
"SITTING"	"17"	"tbodyaccjerkstddevx"	-0.99434060296875
"STANDING"	"17"	"tbodyaccjerkstddevx"	-0.992094005512821
"WALKING"	"17"	"tbodyaccjerkstddevx"	-0.355492635409836
"WALKING_DOWNSTAIRS"	"17"	"tbodyaccjerkstddevx"	-0.103436471413043
"WALKING_UPSTAIRS"	"17"	"tbodyaccjerkstddevx"	-0.292665827083333
"LAYING"	"18"	"tbodyaccjerkstddevx"	-0.985921071076923
"SITTING"	"18"	"tbodyaccjerkstddevx"	-0.991624662105263
"STANDING"	"18"	"tbodyaccjerkstddevx"	-0.989436673835616
"WALKING"	"18"	"tbodyaccjerkstddevx"	-0.368056913928571
"WALKING_DOWNSTAIRS"	"18"	"tbodyaccjerkstddevx"	-0.387223932363636
"WALKING_UPSTAIRS"	"18"	"tbodyaccjerkstddevx"	-0.563202134655172
"LAYING"	"19"	"tbodyaccjerkstddevx"	-0.983605223493976
"SITTING"	"19"	"tbodyaccjerkstddevx"	-0.987043285479452
"STANDING"	"19"	"tbodyaccjerkstddevx"	-0.984792035205479
"WALKING"	"19"	"tbodyaccjerkstddevx"	0.110306729315577
"WALKING_DOWNSTAIRS"	"19"	"tbodyaccjerkstddevx"	0.544273037307692
"WALKING_UPSTAIRS"	"19"	"tbodyaccjerkstddevx"	-0.1742790558
"LAYING"	"20"	"tbodyaccjerkstddevx"	-0.984270728235294
"SITTING"	"20"	"tbodyaccjerkstddevx"	-0.982078229242424
"STANDING"	"20"	"tbodyaccjerkstddevx"	-0.959528332191781
"WALKING"	"20"	"tbodyaccjerkstddevx"	-0.090645041854902
"WALKING_DOWNSTAIRS"	"20"	"tbodyaccjerkstddevx"	-0.135699627468889
"WALKING_UPSTAIRS"	"20"	"tbodyaccjerkstddevx"	-0.185695388078431
"LAYING"	"21"	"tbodyaccjerkstddevx"	-0.984826520888889
"SITTING"	"21"	"tbodyaccjerkstddevx"	-0.989439392235294
"STANDING"	"21"	"tbodyaccjerkstddevx"	-0.97706335011236
"WALKING"	"21"	"tbodyaccjerkstddevx"	-0.114888873837692
"WALKING_DOWNSTAIRS"	"21"	"tbodyaccjerkstddevx"	0.00214655719111111
"WALKING_UPSTAIRS"	"21"	"tbodyaccjerkstddevx"	-0.424052014680851
"LAYING"	"22"	"tbodyaccjerkstddevx"	-0.970355191527778
"SITTING"	"22"	"tbodyaccjerkstddevx"	-0.981664149193548
"STANDING"	"22"	"tbodyaccjerkstddevx"	-0.975639080634921
"WALKING"	"22"	"tbodyaccjerkstddevx"	0.0358787094391304
"WALKING_DOWNSTAIRS"	"22"	"tbodyaccjerkstddevx"	0.0869139849722222
"WALKING_UPSTAIRS"	"22"	"tbodyaccjerkstddevx"	-0.00853992680952381
"LAYING"	"23"	"tbodyaccjerkstddevx"	-0.986360446805556
"SITTING"	"23"	"tbodyaccjerkstddevx"	-0.984561803823529
"STANDING"	"23"	"tbodyaccjerkstddevx"	-0.983141958970588
"WALKING"	"23"	"tbodyaccjerkstddevx"	-0.229328122305085
"WALKING_DOWNSTAIRS"	"23"	"tbodyaccjerkstddevx"	0.198947061775926
"WALKING_UPSTAIRS"	"23"	"tbodyaccjerkstddevx"	-0.365398622764706
"LAYING"	"24"	"tbodyaccjerkstddevx"	-0.98636543375
"SITTING"	"24"	"tbodyaccjerkstddevx"	-0.988564382205882
"STANDING"	"24"	"tbodyaccjerkstddevx"	-0.980573836811594
"WALKING"	"24"	"tbodyaccjerkstddevx"	-0.485863255344828
"WALKING_DOWNSTAIRS"	"24"	"tbodyaccjerkstddevx"	-0.337218894
"WALKING_UPSTAIRS"	"24"	"tbodyaccjerkstddevx"	-0.49876467220339
"LAYING"	"25"	"tbodyaccjerkstddevx"	-0.973323412328767
"SITTING"	"25"	"tbodyaccjerkstddevx"	-0.992278621692308
"STANDING"	"25"	"tbodyaccjerkstddevx"	-0.988312658378378
"WALKING"	"25"	"tbodyaccjerkstddevx"	-0.607620931621622
"WALKING_DOWNSTAIRS"	"25"	"tbodyaccjerkstddevx"	-0.501968387931034
"WALKING_UPSTAIRS"	"25"	"tbodyaccjerkstddevx"	-0.663642746307692
"LAYING"	"26"	"tbodyaccjerkstddevx"	-0.989315824868421
"SITTING"	"26"	"tbodyaccjerkstddevx"	-0.99225839525641
"STANDING"	"26"	"tbodyaccjerkstddevx"	-0.990498355
"WALKING"	"26"	"tbodyaccjerkstddevx"	-0.328452881355932
"WALKING_DOWNSTAIRS"	"26"	"tbodyaccjerkstddevx"	-0.128111641206
"WALKING_UPSTAIRS"	"26"	"tbodyaccjerkstddevx"	-0.290879965872727
"LAYING"	"27"	"tbodyaccjerkstddevx"	-0.986471899324324
"SITTING"	"27"	"tbodyaccjerkstddevx"	-0.990658097857143
"STANDING"	"27"	"tbodyaccjerkstddevx"	-0.987628362
"WALKING"	"27"	"tbodyaccjerkstddevx"	-0.316184021578947
"WALKING_DOWNSTAIRS"	"27"	"tbodyaccjerkstddevx"	-0.00358338882727273
"WALKING_UPSTAIRS"	"27"	"tbodyaccjerkstddevx"	-0.468066189411765
"LAYING"	"28"	"tbodyaccjerkstddevx"	-0.9801647165
"SITTING"	"28"	"tbodyaccjerkstddevx"	-0.976286679444444
"STANDING"	"28"	"tbodyaccjerkstddevx"	-0.968604559620253
"WALKING"	"28"	"tbodyaccjerkstddevx"	-0.335700184259259
"WALKING_DOWNSTAIRS"	"28"	"tbodyaccjerkstddevx"	-0.0167652227782609
"WALKING_UPSTAIRS"	"28"	"tbodyaccjerkstddevx"	-0.312671655921569
"LAYING"	"29"	"tbodyaccjerkstddevx"	-0.99200598942029
"SITTING"	"29"	"tbodyaccjerkstddevx"	-0.993525560333333
"STANDING"	"29"	"tbodyaccjerkstddevx"	-0.993652820615385
"WALKING"	"29"	"tbodyaccjerkstddevx"	-0.22143354279434
"WALKING_DOWNSTAIRS"	"29"	"tbodyaccjerkstddevx"	-0.023952574044375
"WALKING_UPSTAIRS"	"29"	"tbodyaccjerkstddevx"	-0.182365815065306
"LAYING"	"30"	"tbodyaccjerkstddevx"	-0.977463775571429
"SITTING"	"30"	"tbodyaccjerkstddevx"	-0.988864577419355
"STANDING"	"30"	"tbodyaccjerkstddevx"	-0.968430745254237
"WALKING"	"30"	"tbodyaccjerkstddevx"	-0.374400941384615
"WALKING_DOWNSTAIRS"	"30"	"tbodyaccjerkstddevx"	-0.226643901120968
"WALKING_UPSTAIRS"	"30"	"tbodyaccjerkstddevx"	-0.535420203384615
"LAYING"	"1"	"tbodyaccjerkstddevy"	-0.9241492736
"SITTING"	"1"	"tbodyaccjerkstddevy"	-0.981371965319149
"STANDING"	"1"	"tbodyaccjerkstddevy"	-0.98564873245283
"WALKING"	"1"	"tbodyaccjerkstddevy"	0.0670025007684211
"WALKING_DOWNSTAIRS"	"1"	"tbodyaccjerkstddevy"	-0.101601390640816
"WALKING_UPSTAIRS"	"1"	"tbodyaccjerkstddevy"	-0.378274426037736
"LAYING"	"2"	"tbodyaccjerkstddevy"	-0.98317254125
"SITTING"	"2"	"tbodyaccjerkstddevy"	-0.977983955434783
"STANDING"	"2"	"tbodyaccjerkstddevy"	-0.97105943962963
"WALKING"	"2"	"tbodyaccjerkstddevy"	-0.0166022362847458
"WALKING_DOWNSTAIRS"	"2"	"tbodyaccjerkstddevy"	0.126828014557447
"WALKING_UPSTAIRS"	"2"	"tbodyaccjerkstddevy"	-0.185648954220833
"LAYING"	"3"	"tbodyaccjerkstddevy"	-0.968710724677419
"SITTING"	"3"	"tbodyaccjerkstddevy"	-0.953631390961538
"STANDING"	"3"	"tbodyaccjerkstddevy"	-0.941686785737705
"WALKING"	"3"	"tbodyaccjerkstddevy"	-0.0449619594258621
"WALKING_DOWNSTAIRS"	"3"	"tbodyaccjerkstddevy"	-0.111439194979592
"WALKING_UPSTAIRS"	"3"	"tbodyaccjerkstddevy"	-0.251680364540678
"LAYING"	"4"	"tbodyaccjerkstddevy"	-0.942209488333333
"SITTING"	"4"	"tbodyaccjerkstddevy"	-0.9445961056
"STANDING"	"4"	"tbodyaccjerkstddevy"	-0.938354677857143
"WALKING"	"4"	"tbodyaccjerkstddevy"	-0.221165131581667
"WALKING_DOWNSTAIRS"	"4"	"tbodyaccjerkstddevy"	-0.146242294857778
"WALKING_UPSTAIRS"	"4"	"tbodyaccjerkstddevy"	-0.281543175326923
"LAYING"	"5"	"tbodyaccjerkstddevy"	-0.964560430961538
"SITTING"	"5"	"tbodyaccjerkstddevy"	-0.952786261136364
"STANDING"	"5"	"tbodyaccjerkstddevy"	-0.931217140714286
"WALKING"	"5"	"tbodyaccjerkstddevy"	-0.0910397428607143
"WALKING_DOWNSTAIRS"	"5"	"tbodyaccjerkstddevy"	0.0473612314702128
"WALKING_UPSTAIRS"	"5"	"tbodyaccjerkstddevy"	-0.125026612744681
"LAYING"	"6"	"tbodyaccjerkstddevy"	-0.933674494385965
"SITTING"	"6"	"tbodyaccjerkstddevy"	-0.945143686181818
"STANDING"	"6"	"tbodyaccjerkstddevy"	-0.949362277017544
"WALKING"	"6"	"tbodyaccjerkstddevy"	0.00808897373684211
"WALKING_DOWNSTAIRS"	"6"	"tbodyaccjerkstddevy"	0.276544029529167
"WALKING_UPSTAIRS"	"6"	"tbodyaccjerkstddevy"	-0.0413994646723529
"LAYING"	"7"	"tbodyaccjerkstddevy"	-0.973093160192308
"SITTING"	"7"	"tbodyaccjerkstddevy"	-0.969458676458333
"STANDING"	"7"	"tbodyaccjerkstddevy"	-0.965810609622642
"WALKING"	"7"	"tbodyaccjerkstddevy"	-0.0547448948245614
"WALKING_DOWNSTAIRS"	"7"	"tbodyaccjerkstddevy"	-0.296279674759574
"WALKING_UPSTAIRS"	"7"	"tbodyaccjerkstddevy"	-0.519897595686274
"LAYING"	"8"	"tbodyaccjerkstddevy"	-0.976520952037037
"SITTING"	"8"	"tbodyaccjerkstddevy"	-0.980784606086957
"STANDING"	"8"	"tbodyaccjerkstddevy"	-0.976442140740741
"WALKING"	"8"	"tbodyaccjerkstddevy"	0.233987544458333
"WALKING_DOWNSTAIRS"	"8"	"tbodyaccjerkstddevy"	0.288140718789474
"WALKING_UPSTAIRS"	"8"	"tbodyaccjerkstddevy"	-0.0123501104926829
"LAYING"	"9"	"tbodyaccjerkstddevy"	-0.9639966798
"SITTING"	"9"	"tbodyaccjerkstddevy"	-0.9567775448
"STANDING"	"9"	"tbodyaccjerkstddevy"	-0.963849332888889
"WALKING"	"9"	"tbodyaccjerkstddevy"	-0.276929933846154
"WALKING_DOWNSTAIRS"	"9"	"tbodyaccjerkstddevy"	-0.3094424725
"WALKING_UPSTAIRS"	"9"	"tbodyaccjerkstddevy"	-0.586147012244898
"LAYING"	"10"	"tbodyaccjerkstddevy"	-0.966930793448276
"SITTING"	"10"	"tbodyaccjerkstddevy"	-0.980756789814815
"STANDING"	"10"	"tbodyaccjerkstddevy"	-0.941328663409091
"WALKING"	"10"	"tbodyaccjerkstddevy"	0.0750804952113207
"WALKING_DOWNSTAIRS"	"10"	"tbodyaccjerkstddevy"	-0.105020355562895
"WALKING_UPSTAIRS"	"10"	"tbodyaccjerkstddevy"	-0.177803083425532
"LAYING"	"11"	"tbodyaccjerkstddevy"	-0.972777455263158
"SITTING"	"11"	"tbodyaccjerkstddevy"	-0.966766643396226
"STANDING"	"11"	"tbodyaccjerkstddevy"	-0.979428279574468
"WALKING"	"11"	"tbodyaccjerkstddevy"	-0.181419230254237
"WALKING_DOWNSTAIRS"	"11"	"tbodyaccjerkstddevy"	-0.126816662141304
"WALKING_UPSTAIRS"	"11"	"tbodyaccjerkstddevy"	-0.428119229814815
"LAYING"	"12"	"tbodyaccjerkstddevy"	-0.962639526833333
"SITTING"	"12"	"tbodyaccjerkstddevy"	-0.964047461568627
"STANDING"	"12"	"tbodyaccjerkstddevy"	-0.953203115409836
"WALKING"	"12"	"tbodyaccjerkstddevy"	-0.089404968585
"WALKING_DOWNSTAIRS"	"12"	"tbodyaccjerkstddevy"	0.0629216671304348
"WALKING_UPSTAIRS"	"12"	"tbodyaccjerkstddevy"	-0.311328991057692
"LAYING"	"13"	"tbodyaccjerkstddevy"	-0.980152342903226
"SITTING"	"13"	"tbodyaccjerkstddevy"	-0.984267557755102
"STANDING"	"13"	"tbodyaccjerkstddevy"	-0.977704172105263
"WALKING"	"13"	"tbodyaccjerkstddevy"	0.0565488771722807
"WALKING_DOWNSTAIRS"	"13"	"tbodyaccjerkstddevy"	-0.149027773519149
"WALKING_UPSTAIRS"	"13"	"tbodyaccjerkstddevy"	-0.323333932218182
"LAYING"	"14"	"tbodyaccjerkstddevy"	-0.96812761745098
"SITTING"	"14"	"tbodyaccjerkstddevy"	-0.967828356296296
"STANDING"	"14"	"tbodyaccjerkstddevy"	-0.966362425833333
"WALKING"	"14"	"tbodyaccjerkstddevy"	-0.344339569152542
"WALKING_DOWNSTAIRS"	"14"	"tbodyaccjerkstddevy"	0.192791766468889
"WALKING_UPSTAIRS"	"14"	"tbodyaccjerkstddevy"	-0.336427181240741
"LAYING"	"15"	"tbodyaccjerkstddevy"	-0.970921587777778
"SITTING"	"15"	"tbodyaccjerkstddevy"	-0.978126998813559
"STANDING"	"15"	"tbodyaccjerkstddevy"	-0.967720399622641
"WALKING"	"15"	"tbodyaccjerkstddevy"	-0.0319265467387037
"WALKING_DOWNSTAIRS"	"15"	"tbodyaccjerkstddevy"	0.0158059210738095
"WALKING_UPSTAIRS"	"15"	"tbodyaccjerkstddevy"	-0.311861356875
"LAYING"	"16"	"tbodyaccjerkstddevy"	-0.984867286857143
"SITTING"	"16"	"tbodyaccjerkstddevy"	-0.981800970724638
"STANDING"	"16"	"tbodyaccjerkstddevy"	-0.98262195474359
"WALKING"	"16"	"tbodyaccjerkstddevy"	-0.425563858627451
"WALKING_DOWNSTAIRS"	"16"	"tbodyaccjerkstddevy"	-0.261684752425532
"WALKING_UPSTAIRS"	"16"	"tbodyaccjerkstddevy"	-0.425625937254902
"LAYING"	"17"	"tbodyaccjerkstddevy"	-0.976960542816901
"SITTING"	"17"	"tbodyaccjerkstddevy"	-0.98863700234375
"STANDING"	"17"	"tbodyaccjerkstddevy"	-0.98666125974359
"WALKING"	"17"	"tbodyaccjerkstddevy"	-0.0935385034
"WALKING_DOWNSTAIRS"	"17"	"tbodyaccjerkstddevy"	-0.304063534173913
"WALKING_UPSTAIRS"	"17"	"tbodyaccjerkstddevy"	-0.349791873229167
"LAYING"	"18"	"tbodyaccjerkstddevy"	-0.985554339384615
"SITTING"	"18"	"tbodyaccjerkstddevy"	-0.984002717017544
"STANDING"	"18"	"tbodyaccjerkstddevy"	-0.975277836849315
"WALKING"	"18"	"tbodyaccjerkstddevy"	-0.320158763392857
"WALKING_DOWNSTAIRS"	"18"	"tbodyaccjerkstddevy"	-0.447033872545455
"WALKING_UPSTAIRS"	"18"	"tbodyaccjerkstddevy"	-0.56794063862069
"LAYING"	"19"	"tbodyaccjerkstddevy"	-0.974524522650602
"SITTING"	"19"	"tbodyaccjerkstddevy"	-0.979267729041096
"STANDING"	"19"	"tbodyaccjerkstddevy"	-0.970543276575342
"WALKING"	"19"	"tbodyaccjerkstddevy"	0.0809271194038462
"WALKING_DOWNSTAIRS"	"19"	"tbodyaccjerkstddevy"	0.355306716915385
"WALKING_UPSTAIRS"	"19"	"tbodyaccjerkstddevy"	-0.0128865483575
"LAYING"	"20"	"tbodyaccjerkstddevy"	-0.977002606764706
"SITTING"	"20"	"tbodyaccjerkstddevy"	-0.970896863484848
"STANDING"	"20"	"tbodyaccjerkstddevy"	-0.935605650958904
"WALKING"	"20"	"tbodyaccjerkstddevy"	0.244310894098039
"WALKING_DOWNSTAIRS"	"20"	"tbodyaccjerkstddevy"	0.289670966711111
"WALKING_UPSTAIRS"	"20"	"tbodyaccjerkstddevy"	-0.260789711588235
"LAYING"	"21"	"tbodyaccjerkstddevy"	-0.971584753222222
"SITTING"	"21"	"tbodyaccjerkstddevy"	-0.979002804823529
"STANDING"	"21"	"tbodyaccjerkstddevy"	-0.963921458202247
"WALKING"	"21"	"tbodyaccjerkstddevy"	-0.0347143855729423
"WALKING_DOWNSTAIRS"	"21"	"tbodyaccjerkstddevy"	-0.0796009757622222
"WALKING_UPSTAIRS"	"21"	"tbodyaccjerkstddevy"	-0.203209665702128
"LAYING"	"22"	"tbodyaccjerkstddevy"	-0.955151526805556
"SITTING"	"22"	"tbodyaccjerkstddevy"	-0.964782832419355
"STANDING"	"22"	"tbodyaccjerkstddevy"	-0.952303493968254
"WALKING"	"22"	"tbodyaccjerkstddevy"	0.225542290191304
"WALKING_DOWNSTAIRS"	"22"	"tbodyaccjerkstddevy"	0.0198613278611111
"WALKING_UPSTAIRS"	"22"	"tbodyaccjerkstddevy"	-0.0575784544857143
"LAYING"	"23"	"tbodyaccjerkstddevy"	-0.988611616666667
"SITTING"	"23"	"tbodyaccjerkstddevy"	-0.978045837794118
"STANDING"	"23"	"tbodyaccjerkstddevy"	-0.975219983676471
"WALKING"	"23"	"tbodyaccjerkstddevy"	-0.0805017337711864
"WALKING_DOWNSTAIRS"	"23"	"tbodyaccjerkstddevy"	-0.0883301225796296
"WALKING_UPSTAIRS"	"23"	"tbodyaccjerkstddevy"	-0.328225031
"LAYING"	"24"	"tbodyaccjerkstddevy"	-0.982430495
"SITTING"	"24"	"tbodyaccjerkstddevy"	-0.979573678088235
"STANDING"	"24"	"tbodyaccjerkstddevy"	-0.967745638695652
"WALKING"	"24"	"tbodyaccjerkstddevy"	-0.302220161206897
"WALKING_DOWNSTAIRS"	"24"	"tbodyaccjerkstddevy"	-0.169291887741818
"WALKING_UPSTAIRS"	"24"	"tbodyaccjerkstddevy"	-0.51522075220339
"LAYING"	"25"	"tbodyaccjerkstddevy"	-0.945687169726027
"SITTING"	"25"	"tbodyaccjerkstddevy"	-0.982870991692308
"STANDING"	"25"	"tbodyaccjerkstddevy"	-0.972272410540541
"WALKING"	"25"	"tbodyaccjerkstddevy"	-0.382619718513514
"WALKING_DOWNSTAIRS"	"25"	"tbodyaccjerkstddevy"	-0.371661522413793
"WALKING_UPSTAIRS"	"25"	"tbodyaccjerkstddevy"	-0.627131235692308
"LAYING"	"26"	"tbodyaccjerkstddevy"	-0.987182887763158
"SITTING"	"26"	"tbodyaccjerkstddevy"	-0.986215215641026
"STANDING"	"26"	"tbodyaccjerkstddevy"	-0.975935485405405
"WALKING"	"26"	"tbodyaccjerkstddevy"	-0.261863589338983
"WALKING_DOWNSTAIRS"	"26"	"tbodyaccjerkstddevy"	-0.08640490273602
"WALKING_UPSTAIRS"	"26"	"tbodyaccjerkstddevy"	-0.399771473818182
"LAYING"	"27"	"tbodyaccjerkstddevy"	-0.985159461756757
"SITTING"	"27"	"tbodyaccjerkstddevy"	-0.985097470714286
"STANDING"	"27"	"tbodyaccjerkstddevy"	-0.975829725
"WALKING"	"27"	"tbodyaccjerkstddevy"	-0.104090459225439
"WALKING_DOWNSTAIRS"	"27"	"tbodyaccjerkstddevy"	-0.138528104113636
"WALKING_UPSTAIRS"	"27"	"tbodyaccjerkstddevy"	-0.426833499411765
"LAYING"	"28"	"tbodyaccjerkstddevy"	-0.97867953975
"SITTING"	"28"	"tbodyaccjerkstddevy"	-0.962219452777778
"STANDING"	"28"	"tbodyaccjerkstddevy"	-0.933768175063291
"WALKING"	"28"	"tbodyaccjerkstddevy"	-0.220123120851852
"WALKING_DOWNSTAIRS"	"28"	"tbodyaccjerkstddevy"	0.0265530133695652
"WALKING_UPSTAIRS"	"28"	"tbodyaccjerkstddevy"	-0.331602407372549
"LAYING"	"29"	"tbodyaccjerkstddevy"	-0.989513565652174
"SITTING"	"29"	"tbodyaccjerkstddevy"	-0.9840551
"STANDING"	"29"	"tbodyaccjerkstddevy"	-0.983338157846154
"WALKING"	"29"	"tbodyaccjerkstddevy"	-0.087174644469434
"WALKING_DOWNSTAIRS"	"29"	"tbodyaccjerkstddevy"	-0.07734083835625
"WALKING_UPSTAIRS"	"29"	"tbodyaccjerkstddevy"	-0.388624195510204
"LAYING"	"30"	"tbodyaccjerkstddevy"	-0.971049778142857
"SITTING"	"30"	"tbodyaccjerkstddevy"	-0.980420928387097
"STANDING"	"30"	"tbodyaccjerkstddevy"	-0.957318881355932
"WALKING"	"30"	"tbodyaccjerkstddevy"	-0.270709274446154
"WALKING_DOWNSTAIRS"	"30"	"tbodyaccjerkstddevy"	-0.194656096556452
"WALKING_UPSTAIRS"	"30"	"tbodyaccjerkstddevy"	-0.587214542923077
"LAYING"	"1"	"tbodyaccjerkstddevz"	-0.9548551108
"SITTING"	"1"	"tbodyaccjerkstddevz"	-0.987910804468085
"STANDING"	"1"	"tbodyaccjerkstddevz"	-0.992251177358491
"WALKING"	"1"	"tbodyaccjerkstddevz"	-0.502699788526316
